37687	20426	
29142	25415	
27272	36080	
33312	18618	
47358	26314	
43419	36636	
47293	15425	
52645	29891	
58547	38986	
32263	8146	
29670	13579	
42457	39214	
25029	23463	
15872	29659	
5152	22248	
3544	13170	
46100	2440	
36556	13121	
48094	37788	
14658	1919	
27697	37406	
58068	2346	
45059	38997	
59097	17407	
4993	33059	
47874	7381	
26211	35819	
19328	12439	
15515	5916	
55234	3292	
20166	7327	
48636	28133	
40805	3929	
45668	4786	
27333	1053	
14678	32897	
31898	23985	
44440	31332	
8907	14907	
7287	15934	
32742	28169	
40176	6618	
50324	14394	
17387	31719	
36743	27403	
53089	39124	
2864	10177	
45598	20292	
20654	32112	
48417	1134	
13761	35559	
5633	2964	
7708	18937	
19562	15070	
45592	33768	
11941	1171	
26373	4015	
6357	22387	
29371	27948	
53918	34867	
52463	34984	
52320	1429	
48034	27397	
16129	932	
40211	31299	
42952	26825	
24629	15534	
39781	38541	
39835	30568	
3375	27692	
8463	32334	
44421	19282	
54338	5386	
46198	13493	
30045	13621	
44669	22094	
7383	25766	
1443	9845	
37119	20188	
56072	9176	
41465	16132	
28860	8023	
20038	2535	
36040	29824	
33275	37042	
19114	9250	
17172	22371	
17181	32656	
5665	16718	
10967	1716	
35806	10057	
2220	24908	
769	27578	
26319	25222	
11309	4859	
47353	35572	
16643	13799	
36130	11500	
29848	35012	
54444	35071	
39809	39757	
53696	2388	
12554	30874	
54992	3872	
23399	7342	
20475	21060	
22370	5277	
23759	32258	
35635	16920	
5480	26973	
56366	27223	
27607	29261	
16661	545	
9406	23324	
45774	827	
36471	18720	
10864	37483	
34388	29397	
43095	20519	
11138	36182	
34455	20319	
53767	8568	
58221	36644	
8458	23172	
7216	13875	
36433	10894	
48070	6370	
12037	28918	
21620	7270	
49619	8955	
31438	21951	
49388	32183	
29772	37696	
52779	24443	
17501	1343	
55926	6791	
28917	10069	
37022	11110	
30466	15698	
2497	36772	
7164	37952	
18159	11181	
32795	29778	
25801	10244	
29635	8490	
30917	3996	
35706	34948	
18350	15767	
12410	35842	
41385	9944	
21569	6420	
33682	27463	
48453	7363	
37796	9952	
52198	23323	
35448	35960	
5148	883	
4581	1166	
8815	37658	
1190	24266	
31366	5792	
56729	17173	
25879	28926	
35235	39636	
59804	17315	
32145	26242	
17511	36892	
33945	5224	
47820	32990	
31071	28604	
7773	35187	
31603	26708	
51571	23999	
30712	29189	
53704	13230	
39936	26780	
21121	7485	
45842	33016	
38760	17633	
35214	5891	
15481	87	
14727	18123	
47570	12745	
31151	12289	
3725	26074	
35280	36684	
54186	8462	
3606	14667	
46885	27161	
40587	14950	
59623	13187	
20442	38735	
29881	6260	
55605	34203	
42387	3490	
24658	18871	
29490	1812	
49552	9224	
11048	27665	
20280	21475	
20301	4842	
50974	6118	
29555	2465	
35494	24561	
44727	25781	
55171	35460	
18355	2187	
57178	30327	
22321	31290	
46086	32528	
19290	13875	
38549	34564	
57869	36747	
40624	25997	
31019	38567	
22871	25316	
18414	1795	
54987	32412	
37562	27743	
40869	667	
3404	8582	
58403	9845	
17999	380	
34307	37926	
22925	5635	
52424	6828	
35010	9482	
25562	29311	
39853	15283	
42954	25902	
21760	19199	
1714	8087	
59702	6041	
48187	37443	
44548	1916	
44952	17244	
34856	7105	
1456	907	
25630	23881	
55001	1074	
57042	27139	
43424	16963	
48143	39386	
24549	315	
8630	18814	
9922	22463	
25866	32206	
18604	39633	
50792	18271	
54963	31791	
7029	33964	
1764	31944	
2095	33114	
32301	24604	
7045	25701	
24992	32303	
31970	10989	
8337	6377	
20101	13719	
41402	30861	
52556	4385	
15230	18196	
28431	16070	
777	32933	
55081	10890	
27350	23988	
4688	675	
24363	14580	
39398	580	
12671	21818	
41768	15047	
6396	14320	
47459	10357	
959	35314	
39239	28341	
15421	30984	
39092	15632	
12895	3457	
59153	3229	
35949	5480	
48219	11854	
4425	27686	
29210	18837	
59154	22515	
22864	39220	
16682	32506	
49482	9760	
7537	26377	
42713	465	
33552	10034	
37402	5481	
35249	30145	
32721	9022	
11851	35865	
27733	13062	
15900	36973	
41156	28126	
19984	21016	
56695	38647	
27966	18714	
58321	17885	
47665	1328	
26321	39845	
59523	36111	
9030	31667	
20901	13372	
15298	39077	
20668	25355	
28423	26272	
26822	14834	
21919	8885	
34203	10824	
50664	12847	
21966	14816	
46987	23803	
52305	18172	
41357	19764	
440	7408	
58111	16971	
57750	6101	
15440	13264	
54213	29542	
38531	8671	
4769	10362	
57243	7593	
36499	38430	
6002	24286	
12492	1166	
59049	28596	
25447	18576	
51866	20119	
56209	9838	
54697	9069	
32612	5582	
41593	25861	
32047	33199	
58075	795	
43249	4994	
44352	36362	
47524	14883	
3760	34767	
28951	11698	
54676	18869	
22644	32722	
21485	32355	
10208	35134	
32039	3518	
22336	10435	
5000	16828	
15897	24478	
9891	38022	
10928	4338	
20777	37833	
33840	37862	
22591	15834	
4329	15705	
8490	33155	
46902	33667	
43815	5231	
50327	27945	
42519	27629	
15517	508	
21239	34660	
37476	32015	
47950	30996	
47290	25267	
35008	32900	
18014	26866	
24864	2894	
51748	1700	
30946	28099	
9461	32560	
45710	38140	
25906	10403	
49200	32638	
25273	17958	
16428	16393	
17601	35999	
878	33085	
33056	17767	
39936	5546	
47692	24419	
25526	3123	
22557	26433	
15523	25565	
43793	36049	
40942	11194	
56394	8445	
24446	492	
19570	6759	
29586	23704	
25630	31710	
42414	1833	
13521	34491	
14512	32446	
17079	22494	
50849	3057	
51186	11713	
37671	21765	
44017	2933	
32086	34923	
7100	5761	
18118	25649	
42093	23764	
24896	32520	
39416	20515	
4883	35056	
25515	5283	
32579	27266	
11248	17381	
3809	7961	
55407	26761	
14293	34398	
27184	23200	
59831	29935	
56159	3042	
32926	37164	
22888	19976	
47472	24734	
22754	4232	
28824	33155	
1928	33323	
45973	3706	
58402	34828	
22031	455	
31682	14639	
4324	21444	
9995	39355	
2689	10149	
29708	23893	
26668	6630	
8841	30939	
17054	2003	
22042	36090	
9486	27892	
33517	16941	
54696	4754	
48359	36882	
39645	4714	
45480	20586	
4596	15854	
51469	39149	
50078	11122	
44718	33416	
39655	18170	
24935	7284	
46793	18653	
20276	17396	
36698	23573	
44278	7147	
19653	9766	
50450	23831	
57494	3305	
11705	8622	
7055	1845	
25378	14547	
30552	33192	
35731	9717	
8755	11863	
4382	14533	
46349	32912	
11304	10002	
56401	12936	
30501	25154	
39286	10214	
31	1391	
13049	36075	
42038	30747	
4197	2236	
1857	722	
44462	18573	
25202	39195	
19134	3052	
11864	26458	
22183	23847	
23326	35205	
27095	5467	
45169	1537	
49993	23515	
52734	18200	
7703	37817	
22298	39833	
30637	16948	
53883	21069	
57722	33278	
1699	529	
1152	38440	
34718	6229	
51178	36076	
22177	2159	
13789	2455	
37906	35869	
59655	36177	
40902	16278	
31764	22538	
44069	30987	
39008	24771	
57546	33279	
48743	16054	
37382	26687	
29111	15395	
8549	24320	
12455	13049	
3720	33685	
27489	1053	
33937	13322	
46618	23897	
55998	28640	
39523	33508	
56428	740	
43960	11594	
39452	39662	
34262	37752	
57523	22771	
3081	39206	
22556	12744	
16418	9953	
15592	11508	
29832	6708	
15254	12080	
10982	6514	
48397	39869	
28578	8547	
14021	38434	
48718	26441	
36966	12161	
35895	4237	
10537	7829	
52091	2763	
11898	35851	
54072	14967	
47551	34297	
33727	18410	
44210	28543	
58887	30477	
51082	12601	
19965	38496	
3448	2654	
44473	16232	
48973	23288	
33197	28403	
58681	8512	
46422	5193	
49582	27029	
42549	36081	
52739	28121	
52119	29341	
46901	6632	
4848	35443	
39943	18806	
57959	31096	
3946	6212	
58027	34651	
15383	4351	
13379	37468	
49177	24757	
43010	9431	
19593	11892	
50585	11697	
36465	13633	
1191	27742	
50769	26034	
31596	7052	
25504	31145	
123	8111	
13802	36653	
48429	38378	
49368	13734	
7635	16279	
10510	13429	
25763	29363	
58029	2926	
11891	23529	
55929	8755	
59716	11513	
28852	20334	
14134	1285	
28873	31338	
17369	10424	
11365	14991	
1411	35987	
21824	20152	
9118	16533	
6010	25202	
45881	27527	
16000	20692	
2046	18401	
29165	28790	
50532	11292	
34797	12431	
38555	3093	
37373	9583	
23460	16987	
32782	17685	
41923	17685	
5001	9838	
8301	4627	
29964	4459	
29691	26799	
26515	33725	
34881	16287	
46001	31600	
14680	11547	
32989	19489	
39287	5285	
12298	15453	
42977	37818	
58415	19864	
47255	36755	
22789	1607	
27726	35224	
56655	8026	
3579	34466	
13587	22938	
4651	35755	
24198	34970	
47024	31317	
14151	7517	
37205	28691	
36257	27140	
56466	10552	
18900	27698	
16635	26266	
53805	33790	
14451	5218	
42514	2004	
58430	23732	
52890	39721	
10739	10357	
537	1496	
47952	20349	
24697	28574	
59337	11867	
50659	13678	
27512	8959	
45853	37938	
38616	584	
57422	22432	
2669	35627	
44477	6324	
50778	8956	
35992	8591	
2486	31132	
1936	25580	
47097	13824	
5025	6331	
37392	9561	
18991	35868	
11888	10021	
34731	21497	
32807	20114	
31030	22976	
43821	3018	
37469	15612	
36218	23840	
7362	34959	
35762	19093	
47355	35214	
14779	1158	
13939	6777	
59887	17846	
45231	12053	
57869	37364	
46795	10600	
6249	38249	
11555	8529	
28772	3712	
42542	4737	
50518	13490	
40708	31194	
42952	10413	
6272	17186	
3646	35680	
36000	25635	
19729	25062	
54313	32419	
47035	25996	
51720	23228	
37931	21376	
43219	31383	
56921	4121	
26510	29129	
25716	5117	
57674	15434	
21206	10163	
584	28749	
10969	3846	
7771	28033	
8066	22738	
12586	33508	
48764	7214	
57653	20671	
51840	34230	
41327	3586	
30736	21875	
2954	16188	
50243	23081	
16657	26422	
21882	19262	
29198	30893	
16273	14530	
7596	4395	
7090	2207	
11158	25025	
3363	8734	
43230	3747	
26559	39251	
9211	11744	
29634	15271	
27273	31356	
48286	4736	
2324	24108	
25323	36495	
8495	365	
59964	12213	
27646	10881	
14348	9363	
41717	28615	
39094	12077	
21559	502	
16932	21369	
32768	28085	
4352	24458	
41406	23770	
59174	34580	
58522	4158	
3610	6491	
33461	13626	
51510	22333	
11245	19008	
47132	34840	
58463	2263	
28426	11865	
33894	35508	
47883	35234	
26177	13938	
3625	27671	
39731	20271	
32961	25286	
25316	38658	
2479	29040	
9829	2588	
28232	28856	
58097	28154	
7879	20199	
38158	7620	
47455	17690	
1395	24966	
39343	18697	
45764	3528	
32883	8180	
28248	9867	
24023	14060	
32284	36387	
4646	13819	
55312	20012	
52929	22641	
30095	25386	
50156	18892	
29836	23617	
1154	21699	
1591	39245	
39592	14447	
48543	9823	
10431	29718	
25618	11285	
59955	7638	
512	39573	
48273	20651	
41406	18342	
32917	21725	
10438	28202	
10049	1225	
17883	8572	
10793	11465	
1578	25058	
16459	27971	
1516	17583	
15933	39179	
17352	24760	
5055	23606	
31637	22960	
11855	19836	
29085	6371	
34747	10121	
23966	15307	
57520	16800	
18122	18450	
4434	35180	
13230	1701	
47941	4645	
59535	1650	
24743	23387	
20496	10494	
48896	17698	
51312	3684	
25330	34075	
51505	3373	
41067	30234	
26035	201	
39801	25401	
35871	6440	
93	22648	
7328	37944	
12888	10255	
16875	6331	
59458	11731	
7807	1668	
32089	36416	
32231	30285	
25974	34601	
4669	36408	
15484	14329	
38345	9953	
36010	4325	
8582	10396	
18576	36400	
31461	12496	
21342	34010	
45804	22191	
43703	6310	
23766	11473	
49348	10119	
50622	27628	
7589	7590	
1846	35570	
40867	39699	
7665	23303	
6401	20229	
39265	14366	
22577	39823	
52538	34927	
49731	17442	
22038	19670	
30775	29817	
41362	30539	
8628	26085	
58581	22202	
45489	26677	
41360	4223	
20272	17345	
56225	30848	
51723	24851	
52146	25318	
26694	25331	
7646	20920	
51620	13582	
6964	4310	
278	15490	
27924	39504	
32430	18249	
9142	33633	
26737	30015	
38346	30795	
32459	21713	
16537	24528	
36477	26500	
53387	5770	
6289	23711	
30274	36968	
24014	18423	
31684	12997	
14471	10709	
28342	102	
57997	30981	
53315	17488	
57733	33982	
55484	38148	
34869	19177	
51417	10073	
43319	29584	
27517	38068	
57232	9188	
34488	30373	
48762	29162	
13735	29281	
58301	38212	
22902	18008	
33597	33944	
28933	11699	
9357	23903	
34664	15852	
58017	14860	
26024	14409	
26561	6294	
49223	23734	
50137	21412	
46241	31742	
5005	23957	
22285	19046	
55306	39209	
11587	4774	
23512	21455	
44696	7556	
3052	15243	
20869	13135	
30553	38019	
29958	5046	
58630	1575	
54174	19523	
22843	31099	
28823	20791	
16981	24579	
19623	27202	
27065	26506	
43982	14111	
43973	20430	
22940	2378	
1282	21067	
31664	25311	
27702	20322	
36186	11024	
33110	35750	
41666	20355	
52824	34884	
24514	28806	
35174	16460	
13646	34288	
10030	7840	
34324	25557	
38903	5880	
27838	18149	
4367	29071	
44757	34401	
48479	8493	
3551	37371	
35904	28114	
13673	1546	
46118	36604	
24095	3559	
4410	23253	
5752	20839	
9414	14397	
55984	13173	
30026	26863	
30189	4874	
53451	7826	
22274	25932	
54283	6046	
23665	24384	
27636	2409	
29995	6702	
38253	30478	
32468	25744	
33295	10040	
26306	6070	
33841	20752	
27780	7289	
18176	9217	
12256	11161	
21835	4580	
45812	25142	
35898	12557	
57917	8744	
16094	27697	
9942	7803	
34915	39922	
29880	2634	
30595	1417	
32480	21302	
33716	20815	
17551	37124	
2241	27944	
4523	32721	
32567	19597	
36386	19698	
59190	26420	
45614	22252	
58631	16029	
57556	18316	
1996	19643	
10215	13797	
43666	23166	
30538	14692	
48644	4665	
1554	23441	
59258	5237	
13801	33444	
38734	6801	
8175	9986	
7599	5076	
9467	1555	
15470	26705	
17152	384	
47446	20086	
25386	21262	
11705	28145	
42344	20562	
38213	26622	
21571	30416	
10517	10769	
56748	13236	
13955	28957	
30453	12204	
20316	14976	
38421	20192	
25228	13259	
7663	1231	
4377	4529	
57228	18951	
35051	4363	
31460	5953	
59016	5509	
10780	35414	
57822	36073	
37706	10210	
48986	27142	
8724	27764	
31829	4732	
5046	28974	
40558	19495	
48450	26496	
5651	11558	
19105	1403	
10169	5383	
8248	28757	
53131	28944	
31782	8952	
43518	25708	
13161	26758	
58211	2993	
7073	35374	
53526	24906	
43884	4964	
20276	33606	
31824	9920	
38025	8060	
56760	1525	
28935	3160	
51733	12652	
499	24839	
45126	22716	
40761	2299	
10899	2952	
42111	39451	
32914	38838	
46743	14091	
8524	33160	
51150	22227	
38682	39384	
54626	16878	
42537	52	
53521	1521	
32252	39444	
10316	31190	
41073	7348	
39882	34469	
16220	17682	
13273	30910	
21903	31558	
34735	26885	
39451	38393	
44351	19946	
54384	5827	
38791	33620	
38976	34533	
165	7977	
50018	12767	
5290	33020	
57811	9072	
45831	16276	
19766	21288	
51044	9813	
27388	19883	
20176	8782	
18111	9220	
850	35038	
52488	13283	
55741	13379	
38704	14965	
25539	23040	
6148	31518	
47072	2283	
27201	982	
7639	39376	
16223	6109	
11739	5829	
12587	37852	
42435	29644	
5612	6874	
43392	10398	
29318	37079	
2827	38426	
10429	13833	
26199	35978	
19889	4400	
35366	6478	
11784	32408	
5528	34151	
54186	11435	
56446	24418	
56486	11824	
54156	34974	
24145	32484	
